circuit_name,ABAT,AGTR1,AHR,ALOX5,ANXA2,BST1,BTK,C5AR1,CA12,CACNA1B,CACNA1C,CACNA1S,CD3E,CD247,CD4,CDA,CD52,CHRNA4,CHRNB2,CNR2,CSF2RB,CSF3R,TYMP,EGFR,EZH2,FCER1G,FCGR2A,FCGR3B,FGFR3,GHR,HBA1,HBB,HMGCR,ICAM1,IFNAR2,IFNG,IL1B,IL1R1,IL2RB,IL2RG,ITGAL,JAK3,KCNA3,KCNC1,KRT2,LCK,LPL,LTA,TACSTD2,MST1R,NFKB1,NNMT,NPR1,PIK3CD,PIK3CG,PLAT,PPARG,PSMB8,PSMB9,PSMB10,PTAFR,RYR1,SCN1B,SCN2A,SCN4A,SCN8A,PMEL,SLC5A1,SRD5A1,AKR1D1,ELOVL4,SYK,TFPI,TGFB1,TNF,TNFRSF1A,TYK2,TYR,VDR,VEGFA,VWF,AOC3,IL1RL2,HCAR3,TUBB3,HRH3,S1PR5,SLC12A5,SLAMF7,NOD2,DGAT2,VKORC1L1,HCAR2
MAPK signaling pathway: NFATC3,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.031042989305508275,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.02951694080690372,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.014942265790306147,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.012615776177712519,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.012850489613959348,-0.0,-0.0,-0.0,0.03022053406617098,0.0,0.0,-0.0,0.0,0.0,0.009445096782984183,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0169915065945369,-0.02552819574984466,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.004573981143814995,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.027084361830198602,-0.0,-0.0,-0.06789422600751918,-0.0,-0.0,-0.028656449771345467,0.0,-0.0,-0.0,0.0,-0.0
MAPK signaling pathway: PLA2G4B,-0.0,0.0,0.0,-0.0,0.21977350800043635,0.0,-0.0,0.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0,0.13297417618698393,-0.0,-0.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.03531128519576929,-0.0,1.0,1.0,0.2144605288236014,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.1489920382035256,1.0,0.0,1.0,-0.0,1.0,0.0,0.0,-0.0,0.034993025824366156,0.0,-0.0,1.0,1.0,-0.0,-0.0,-0.0,1.0,0.4959560245883757,-0.0,-0.0,1.0,-0.0,0.1851225573982525,1.0,0.10029768066658776,-0.0,0.2536688865315589
MAPK signaling pathway: NFATC1,-0.0,0.0,0.0,0.0,0.03652831778976862,-0.0,0.0,0.0,-0.0,-0.03858823381995728,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.03772075849112204,-0.0,-0.0,0.04795993242035006,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.014793180365439872,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.012992472815041492,0.0,0.0,0.0,-0.0,-0.0,0.0,0.018169690324540386,-0.0,-0.0,-0.0,0.034401644901961924,0.0,0.026451301168273725,-0.0,0.0,0.0,0.009349551337698594,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.018305399989516774,-0.03635271734583885,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.006465107616958282,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.033484552753774974,-0.0,-0.0,-0.07926720188423736,-0.0,-0.0,-0.03242108456823945,-0.0,-0.0,-0.0,0.0,-0.0
MAPK signaling pathway: FOS,-0.0,0.0,0.29186880857405745,0.0,0.2656518388624292,0.0,0.0,0.0,0.0,-0.20680384502631818,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.19350039907862832,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.2681134916286832,0.0,-0.0,0.0,-0.0,0.0,0.0,0.279187579515539,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.03138573796816159,0.2731779126200035,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
MAPK signaling pathway: STMN1,0.0,-0.0,-0.0,-0.0,-0.24895677481107764,0.0,0.0,-0.0,0.0,0.23739237854226436,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.23902695798483828,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0973371132057904,-0.0,-0.0,-0.0,-0.0,0.25141388240572465,0.0,-0.0,0.04035165835487517,0.0,0.0,0.0,-0.1731848455249336,-0.0,-0.24175816125051752,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.062459614940594994,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.2516045152579469,0.0,-0.0,0.46456630995992027,0.0,0.0,0.19933487020075188,-0.0,0.0,0.0,-0.0,0.0
MAPK signaling pathway: MYC,-1.0,0.0,0.706047553528172,-0.0,0.7531700041399743,0.0,0.0,0.0,0.0,-0.6191163627635293,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.6653156143991577,-0.795554849904059,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10051326756505194,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.7795647254434239,0.0,0.0,-0.0,0.0,-0.0,-0.7989884565470391,0.0,-0.0,0.05382001004543571,-0.0,0.0,0.0,0.8159548787090198,0.7654963906011502,0.29167081918723425,0.0,0.0,-0.0,0.10141577031258311,0.0,0.0,-0.0,0.0,-0.0,-0.0,-1.0,0.0,-0.335034255374451,0.0,-0.0,0.0,-0.0,0.0,-0.0,1.0,-0.0,0.03590493880840634,0.6932080353357271,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.7249302402835917,-0.7727105642699794,0.0,-0.6423862819753748,0.0,0.7541910488705815,0.13256508782612528,0.0,0.2795346653702984
MAPK signaling pathway: ATF4*,-0.0,0.0,0.34708952168676044,0.21229595579349703,0.3815602407081146,0.0,0.0,0.0,0.0,-0.3935765708999373,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.3586250380469777,-0.4559090419266292,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07776219779942127,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.3854995846370637,-0.11218831598199586,0.09556053879624517,-0.0,0.0,-0.0,-0.4464807533873474,0.0,-0.0,0.0,-0.0,0.0,0.0,0.4705501526688741,0.4536204719340277,0.0,0.0,0.0,-0.0,0.047378342265970166,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0795759734751018,-0.20198289454412222,0.0,-0.0,0.0,-0.0,0.0,0.0,0.5826012218191482,0.0,-0.03755029344670219,0.356470829593333,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.4645871304570252,-0.46618508220855936,-0.0,-0.3771198543773036,-0.0,0.0,0.0,0.0,0.0
MAPK signaling pathway: MAPT,0.0,0.0,-0.49518968113943057,-0.0,-0.49916669337991953,-0.0,-0.0,-0.0,0.0,0.4991877882059262,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.4194698657036755,0.73008707871421,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.11522185399152507,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.20330172241218888,-0.2245420022491265,-0.26620459478319314,-0.0,-0.0,0.7619239677023854,0.0,-0.2584733195523204,0.07513198773293304,-0.0,0.0,0.0,-0.5120300601523206,-0.0,-0.0,-0.27672198185988517,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.15116581318026517,0.22170936195160543,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.04925758013100312,-0.3972825637158181,-0.0,0.0,0.0,-0.0,0.0,-0.27818495068369953,0.0,0.0,0.7591909332709715,0.7664589167691935,0.0,0.5135523292985799,-0.0,0.0,0.0,0.0,0.0
MAPK signaling pathway: NFKB1,-0.0,0.0,1.0,0.5427758934030994,0.9596563679460987,0.0,0.4929156368371887,0.0,0.0,-0.7926772464175996,-0.0,-0.0,0.0,0.0,0.0,0.0,0.41423215197847146,-0.7771729991784656,-1.0,0.0,0.877502393652307,0.4693542544481467,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25113263359521937,0.36744244613961236,0.3629147233626577,0.0,0.0,-0.9509942899327357,0.0,0.3370143912634034,0.0,0.0,0.0,0.0,1.0,1.0,0.45718017275381406,0.47982097844165195,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.5822654561542734,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.15307955973101517,1.0,0.0,0.0,0.0,0.0,0.0,0.4092986423421471,0.0,0.6572645894397579,-0.997354840598985,-1.0,0.0,-0.7613782705460267,0.0,0.0,0.0,0.0,0.3272412641761602
MAPK signaling pathway: NLK,0.0,-0.0,0.0,0.26506909392390277,0.0,0.0,0.23964792754030453,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.1996642476533071,0.33982572516740306,0.0,0.22144600279007734,0.0,0.0,0.0,0.34978474913944985,0.287868951999821,0.37495539573556386,-0.0,-0.0,0.42355430808596706,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.34471230643258044,0.0,0.16830417033375134,0.21512825963556642,0.21248357576423213,0.0,0.0,-0.0,-0.0,0.14959007762762247,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.19534835963299654,0.0,-0.0,0.0,0.3153341469296328,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.05720962838284393,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.1626012361170016,0.0,0.20918915310563,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.21006388458227568,0.0,0.0,-0.0,0.08522580145273809
MAPK signaling pathway: CDC25B,-0.0,0.0,0.21976341762697352,0.0,0.32022469992628605,0.0,0.0,0.0,0.0,-0.20985421744008725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21521002762255287,-0.2978067406199849,0.0,0.0,0.14671990537135782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.08310163774789803,0.08963506551663596,0.0,0.0,0.0,-0.24639029744662175,0.0,0.0,0.0,-0.0,0.0,0.0,0.2749237006350663,0.0,0.1466812112855757,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.12427495129181997,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.019366590875750517,0.3161835555795466,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.24172232617189773,-0.0,-0.2320601937019781,0.0,-0.2135752438723042,0.13621752452938884,0.38717235199150946,0.0,0.0,0.14460265778461046
MAPK signaling pathway: ATF4,-0.0,0.0,0.22082610911252443,0.0,0.3644515084237837,0.0,0.0,0.0,0.0,-0.28817149345871335,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.30792063102497175,-0.3831483002223289,-0.0,0.0,0.1363284841221526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06117958053199148,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.32204896118572235,0.0,0.06814112743109527,-0.0,0.0,-0.0,-0.30618544468556885,0.0,-0.0,0.0,-0.0,0.0,0.0,0.3363236931229571,0.3671857832703393,0.1440052644743356,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.08552462246817812,-0.15104516284879987,0.0,0.0,0.0,-0.0,0.0,0.0,0.47602692369745064,0.0,0.022518452465752983,0.3178262116375874,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.2603367205873751,-0.35449871254124227,-0.3163232533022945,0.0,-0.2868526616987915,0.10958321238249065,0.41980366036528405,0.0,0.0,0.14901461481693454
MAPK signaling pathway: MEF2C,-0.0,0.0,0.0,0.0,0.2570329193088884,0.0,0.0,0.0,0.0,-0.20754578878431354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.22276520875278175,-0.312551793299098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08958104440247625,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.06015880914827043,0.0,0.0,-0.0,-0.18646890335989907,0.0,0.0,0.04704972054766575,-0.0,0.0,0.0,0.2415947775645855,0.2931119739583722,0.18326321519505895,0.0,0.0,0.0,0.05026754475435805,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.14524064897721295,-0.1954813866569564,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.014714991077261578,0.27205748963349774,0.0,0.0,0.0,-0.0,0.0,0.1580381466985025,0.0,0.0,-0.3966568870309833,-0.21907486078276464,-0.0,-0.1885769818422148,0.0,0.0,0.0,0.0,0.08344468447574994
MAPK signaling pathway: MAX,-0.0,0.0,0.20117519889634333,0.0,0.31793755060175966,0.0,0.0,0.0,0.0,-0.24408197053697678,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.24509237116350963,-0.3372968610865519,0.0,0.0,0.14935892143524312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04676903651921457,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.2767210444307042,0.08255285306365605,0.09293618139615634,0.0,0.0,-0.0,-0.2543246261143185,0.0,0.0,0.0,-0.0,0.0,0.0,0.2846798524308708,0.2985038851394987,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.06427377576497509,-0.13090694412759277,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01786497524001074,0.2923211020341018,0.0,0.0,0.5307583569332556,-0.0,0.0,0.0,0.0,0.3252666870541644,-0.33963217198109824,-0.262400388682606,0.0,-0.2406745805435593,0.14387375657184223,0.47475112567707733,0.0,0.0,0.1816436375770228
MAPK signaling pathway: DDIT3,-0.0,0.0,0.0,0.0,0.26434845279823915,0.0,-0.0,0.0,0.0,-0.17168440092177392,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.16457435965158876,-0.25405590952228213,-0.0,0.0,0.12535413047905591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06502001586270043,0.06297911515755596,0.0,0.0,-0.0,-0.20215660460760398,0.0,-0.0,0.0,-0.0,0.0,0.0,0.21592447197167633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.060073375001192315,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.015858995185284868,0.23368047086080151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25573464581128325,-0.0,-0.20182673402499518,0.0,-0.1653528707592716,0.0,0.0,0.0,0.0,0.1337639989329744
